(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(60, 1, 1, -0.5, 0, 2.5, 3): Return: -0.17%, Hit Ratio: 39.37%, Max Drawdown: 0.22%
(60, 1, 1, -0.5, 0, 3, 2.5): Return: -0.17%, Hit Ratio: 39.84%, Max Drawdown: 0.22%
(60, 1, 1, -0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 39.84%, Max Drawdown: 0.22%
(60, 1, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.17%, Hit Ratio: 35.77%, Max Drawdown: 0.21%
(60, 1, 1, -0.5, 0.5, 2.5, 3): Return: -0.17%, Hit Ratio: 35.77%, Max Drawdown: 0.21%
(60, 1, 1, -0.5, 0.5, 3, 2.5): Return: -0.17%, Hit Ratio: 36.23%, Max Drawdown: 0.21%
(60, 1, 1, -0.5, 0.5, 3, 3): Return: -0.17%, Hit Ratio: 36.23%, Max Drawdown: 0.21%
(60, 1, 1, -0.5, 0.5, 3, 3.5): Return: -0.17%, Hit Ratio: 36.17%, Max Drawdown: 0.22%
(60, 1, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.17%, Hit Ratio: 41.55%, Max Drawdown: 0.25%
(60, 1, 1, 0.5, 0, 2.5, 2.5): Return: -0.17%, Hit Ratio: 41.01%, Max Drawdown: 0.22%
(60, 1, 1, 0.5, 0, 2.5, 3): Return: -0.17%, Hit Ratio: 41.01%, Max Drawdown: 0.22%
(60, 1, 1, 0.5, 0, 3, 2.5): Return: -0.17%, Hit Ratio: 41.13%, Max Drawdown: 0.22%
(60, 1, 1, 0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 41.13%, Max Drawdown: 0.21%
(60, 1, 1, 0.5, 0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 39.73%, Max Drawdown: 0.23%
(60, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: -0.17%, Hit Ratio: 39.05%, Max Drawdown: 0.26%
(60, 1.5, 1, 0.5, 0, 3, 3.5): Return: -0.17%, Hit Ratio: 41.51%, Max Drawdown: 0.26%
(60, 2, 1, 0, 0, 2.5, 3.5): Return: -0.17%, Hit Ratio: 42.22%, Max Drawdown: 0.22%
(60, 2, 1, 0, 0.5, 2.5, 2.5): Return: -0.17%, Hit Ratio: 41.38%, Max Drawdown: 0.21%
(60, 2, 1, 0, 0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 41.3%, Max Drawdown: 0.21%
(60, 2, 1, 0.5, -0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 41.57%, Max Drawdown: 0.24%
(60, 2, 1, 0.5, 0, 2.5, 3): Return: -0.17%, Hit Ratio: 41.38%, Max Drawdown: 0.23%
(60, 2, 1.5, -0.5, 0, 3, 2.5): Return: -0.17%, Hit Ratio: 44.44%, Max Drawdown: 0.19%
(60, 2, 1.5, -0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 45.65%, Max Drawdown: 0.19%
(60, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.17%, Hit Ratio: 43.48%, Max Drawdown: 0.19%
(60, 2, 1.5, -0.5, 0, 3.5, 3): Return: -0.17%, Hit Ratio: 44.68%, Max Drawdown: 0.19%
(60, 2, 1.5, 0.5, 0, 3, 3.5): Return: -0.17%, Hit Ratio: 44.9%, Max Drawdown: 0.19%
(60, 2, 1.5, 0.5, 0, 3.5, 3.5): Return: -0.17%, Hit Ratio: 44.0%, Max Drawdown: 0.2%
(100, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 35.16%, Max Drawdown: 0.23%
(100, 1, 1.5, 0.5, 0, 2.5, 3.5): Return: -0.17%, Hit Ratio: 36.79%, Max Drawdown: 0.24%
(100, 1.5, 1, -0.5, 0, 3.5, 3): Return: -0.17%, Hit Ratio: 43.48%, Max Drawdown: 0.19%
(100, 1.5, 1, -0.5, 0.5, 3, 3): Return: -0.17%, Hit Ratio: 37.62%, Max Drawdown: 0.18%
(100, 1.5, 1, 0, 0, 3.5, 3.5): Return: -0.17%, Hit Ratio: 43.62%, Max Drawdown: 0.19%
(100, 1.5, 1, 0.5, -0.5, 3, 3): Return: -0.17%, Hit Ratio: 37.0%, Max Drawdown: 0.2%
(100, 1.5, 1, 0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 38.61%, Max Drawdown: 0.19%
(100, 1.5, 1.5, -0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 40.0%, Max Drawdown: 0.18%
(100, 1.5, 1.5, -0.5, 0, 3.5, 3): Return: -0.17%, Hit Ratio: 40.3%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0, 0.5, 3, 3.5): Return: -0.17%, Hit Ratio: 36.49%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.17%, Hit Ratio: 37.33%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0.5, -0.5, 3.5, 3): Return: -0.17%, Hit Ratio: 36.84%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0.5, 0.5, 3, 3): Return: -0.17%, Hit Ratio: 34.67%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.17%, Hit Ratio: 35.06%, Max Drawdown: 0.2%
(100, 1.5, 2, -0.5, -0.5, 2.5, 3): Return: -0.17%, Hit Ratio: 36.73%, Max Drawdown: 0.19%
(100, 1.5, 2, -0.5, 0, 3, 3.5): Return: -0.17%, Hit Ratio: 43.4%, Max Drawdown: 0.2%
(100, 1.5, 2, -0.5, 0, 3.5, 3.5): Return: -0.17%, Hit Ratio: 44.44%, Max Drawdown: 0.2%
(100, 1.5, 2, -0.5, 0.5, 3, 3.5): Return: -0.17%, Hit Ratio: 41.07%, Max Drawdown: 0.2%
(100, 1.5, 2, -0.5, 0.5, 3.5, 3.5): Return: -0.17%, Hit Ratio: 42.11%, Max Drawdown: 0.2%
(100, 1.5, 2, 0, -0.5, 3, 3.5): Return: -0.17%, Hit Ratio: 36.84%, Max Drawdown: 0.2%
(100, 1.5, 2, 0.5, -0.5, 3.5, 3): Return: -0.17%, Hit Ratio: 35.48%, Max Drawdown: 0.2%
(100, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: -0.17%, Hit Ratio: 35.48%, Max Drawdown: 0.21%
(100, 1.5, 2, 0.5, 0.5, 3.5, 3.5): Return: -0.17%, Hit Ratio: 36.51%, Max Drawdown: 0.21%
(100, 2, 1, -0.5, -0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 44.29%, Max Drawdown: 0.17%
(100, 2, 1, -0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 45.33%, Max Drawdown: 0.18%
(100, 2, 1, 0, -0.5, 3.5, 3.5): Return: -0.17%, Hit Ratio: 48.68%, Max Drawdown: 0.18%
(100, 2, 1, 0, 0, 2.5, 3): Return: -0.17%, Hit Ratio: 44.59%, Max Drawdown: 0.18%
(100, 2, 1, 0, 0.5, 3, 3): Return: -0.17%, Hit Ratio: 42.86%, Max Drawdown: 0.17%
(100, 2, 1, 0, 0.5, 3.5, 3): Return: -0.17%, Hit Ratio: 43.53%, Max Drawdown: 0.17%
(100, 2, 1, 0.5, 0.5, 3, 3): Return: -0.17%, Hit Ratio: 39.29%, Max Drawdown: 0.18%
(100, 2, 1.5, -0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 43.48%, Max Drawdown: 0.18%
(100, 2, 1.5, -0.5, 0.5, 3.5, 3): Return: -0.17%, Hit Ratio: 43.14%, Max Drawdown: 0.18%
(100, 2, 1.5, 0, -0.5, 3, 3.5): Return: -0.17%, Hit Ratio: 52.08%, Max Drawdown: 0.18%
(100, 2, 1.5, 0, -0.5, 3.5, 3.5): Return: -0.17%, Hit Ratio: 53.06%, Max Drawdown: 0.18%
(100, 2, 1.5, 0.5, 0, 3, 3): Return: -0.17%, Hit Ratio: 39.58%, Max Drawdown: 0.18%
(100, 2, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 40.74%, Max Drawdown: 0.18%
(100, 2, 2, -0.5, 0.5, 2.5, 3): Return: -0.17%, Hit Ratio: 42.31%, Max Drawdown: 0.18%
(100, 2, 2, 0, -0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 40.74%, Max Drawdown: 0.18%
(100, 2, 2, 0, 0, 2.5, 3.5): Return: -0.17%, Hit Ratio: 40.74%, Max Drawdown: 0.18%
(100, 2, 2, 0, 0.5, 2.5, 3): Return: -0.17%, Hit Ratio: 42.31%, Max Drawdown: 0.17%
(100, 2, 2, 0.5, -0.5, 2.5, 3.5): Return: -0.17%, Hit Ratio: 35.71%, Max Drawdown: 0.19%
(100, 2, 2, 0.5, 0.5, 2.5, 3): Return: -0.17%, Hit Ratio: 38.46%, Max Drawdown: 0.17%
(30, 1, 1, 0, 0, 2.5, 2.5): Return: -0.18%, Hit Ratio: 40.13%, Max Drawdown: 0.23%
(30, 1, 1, 0, 0, 3, 3): Return: -0.18%, Hit Ratio: 42.48%, Max Drawdown: 0.23%
(30, 1, 1.5, -0.5, 0, 2.5, 3.5): Return: -0.18%, Hit Ratio: 37.19%, Max Drawdown: 0.22%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 34.13%, Max Drawdown: 0.22%
(30, 1, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 35.16%, Max Drawdown: 0.22%
(30, 1, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 36.22%, Max Drawdown: 0.25%
(30, 1, 1.5, 0, 0, 2.5, 3): Return: -0.18%, Hit Ratio: 36.51%, Max Drawdown: 0.22%
(30, 1, 1.5, 0, 0, 3, 3.5): Return: -0.18%, Hit Ratio: 39.06%, Max Drawdown: 0.22%
(30, 1, 1.5, 0, 0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 36.36%, Max Drawdown: 0.21%
(30, 1, 1.5, 0.5, 0.5, 3, 2.5): Return: -0.18%, Hit Ratio: 38.81%, Max Drawdown: 0.22%
(30, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: -0.18%, Hit Ratio: 38.52%, Max Drawdown: 0.22%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 37.96%, Max Drawdown: 0.23%
(30, 1, 2, 0.5, 0, 2.5, 3): Return: -0.18%, Hit Ratio: 37.4%, Max Drawdown: 0.22%
(30, 1, 2, 0.5, 0, 3.5, 3.5): Return: -0.18%, Hit Ratio: 38.28%, Max Drawdown: 0.23%
(30, 1, 2, 0.5, 0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 37.69%, Max Drawdown: 0.24%
(30, 1, 2, 0.5, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 37.4%, Max Drawdown: 0.24%
(30, 1.5, 1, -0.5, 0, 3.5, 2.5): Return: -0.18%, Hit Ratio: 42.2%, Max Drawdown: 0.27%
(30, 1.5, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.18%, Hit Ratio: 37.17%, Max Drawdown: 0.25%
(30, 1.5, 1, -0.5, 0.5, 3, 2.5): Return: -0.18%, Hit Ratio: 38.6%, Max Drawdown: 0.25%
(30, 1.5, 1, -0.5, 0.5, 3, 3): Return: -0.18%, Hit Ratio: 38.79%, Max Drawdown: 0.25%
(30, 1.5, 1, 0, 0, 2.5, 3.5): Return: -0.18%, Hit Ratio: 42.11%, Max Drawdown: 0.25%
(30, 1.5, 1, 0, 0, 3, 3.5): Return: -0.18%, Hit Ratio: 43.86%, Max Drawdown: 0.25%
(30, 1.5, 1, 0, 0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 41.18%, Max Drawdown: 0.25%
(30, 1.5, 1, 0, 0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 42.86%, Max Drawdown: 0.24%
(30, 1.5, 1, 0.5, 0, 2.5, 2.5): Return: -0.18%, Hit Ratio: 43.36%, Max Drawdown: 0.25%
(30, 1.5, 1, 0.5, 0, 3, 2.5): Return: -0.18%, Hit Ratio: 44.74%, Max Drawdown: 0.25%
(30, 1.5, 1, 0.5, 0, 3, 3): Return: -0.18%, Hit Ratio: 45.22%, Max Drawdown: 0.26%
(30, 1.5, 1, 0.5, 0, 3.5, 2.5): Return: -0.18%, Hit Ratio: 44.35%, Max Drawdown: 0.25%
(30, 1.5, 1, 0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 44.83%, Max Drawdown: 0.26%
(30, 1.5, 1.5, 0.5, 0, 2.5, 3.5): Return: -0.18%, Hit Ratio: 37.84%, Max Drawdown: 0.25%
(30, 2, 1, 0.5, -0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 37.63%, Max Drawdown: 0.2%
(30, 2, 1, 0.5, -0.5, 3, 3): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.2%
(30, 2, 1, 0.5, -0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 40.21%, Max Drawdown: 0.19%
(30, 2, 1.5, -0.5, 0, 3.5, 2.5): Return: -0.18%, Hit Ratio: 44.68%, Max Drawdown: 0.19%
(30, 2, 1.5, -0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 42.86%, Max Drawdown: 0.2%
(30, 2, 1.5, -0.5, 0.5, 2.5, 2.5): Return: -0.18%, Hit Ratio: 34.78%, Max Drawdown: 0.19%
(30, 2, 1.5, -0.5, 0.5, 3, 3): Return: -0.18%, Hit Ratio: 38.0%, Max Drawdown: 0.19%
(30, 2, 1.5, -0.5, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 38.18%, Max Drawdown: 0.19%
(30, 2, 1.5, 0, 0, 3, 2.5): Return: -0.18%, Hit Ratio: 45.65%, Max Drawdown: 0.2%
(30, 2, 1.5, 0, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 44.0%, Max Drawdown: 0.2%
(30, 2, 1.5, 0, 0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 37.5%, Max Drawdown: 0.19%
(30, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 43.64%, Max Drawdown: 0.19%
(30, 2, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.18%, Hit Ratio: 36.96%, Max Drawdown: 0.19%
(30, 2, 1.5, 0.5, 0.5, 3, 3): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.19%
(30, 2, 1.5, 0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 40.38%, Max Drawdown: 0.19%
(60, 1, 1, -0.5, 0, 3.5, 2.5): Return: -0.18%, Hit Ratio: 39.23%, Max Drawdown: 0.24%
(60, 1, 1, -0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 39.23%, Max Drawdown: 0.24%
(60, 1, 1, -0.5, 0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 35.46%, Max Drawdown: 0.23%
(60, 1, 1, -0.5, 0.5, 3.5, 2.5): Return: -0.18%, Hit Ratio: 35.71%, Max Drawdown: 0.23%
(60, 1, 1, -0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 35.71%, Max Drawdown: 0.23%
(60, 1, 1, -0.5, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 35.66%, Max Drawdown: 0.25%
(60, 1, 1, 0.5, 0.5, 3.5, 2.5): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.24%
(60, 1, 1, 0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.23%
(60, 1, 1, 0.5, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 40.14%, Max Drawdown: 0.25%
(60, 1.5, 1, 0.5, -0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.27%
(60, 1.5, 1, 0.5, 0, 3.5, 3.5): Return: -0.18%, Hit Ratio: 40.74%, Max Drawdown: 0.27%
(60, 2, 1, -0.5, -0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 44.05%, Max Drawdown: 0.22%
(60, 2, 1, -0.5, -0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 43.53%, Max Drawdown: 0.22%
(60, 2, 1, -0.5, 0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 38.64%, Max Drawdown: 0.22%
(60, 2, 1, 0, 0, 2.5, 2.5): Return: -0.18%, Hit Ratio: 42.35%, Max Drawdown: 0.23%
(60, 2, 1, 0, 0, 2.5, 3): Return: -0.18%, Hit Ratio: 43.02%, Max Drawdown: 0.22%
(60, 2, 1, 0.5, 0, 2.5, 2.5): Return: -0.18%, Hit Ratio: 40.7%, Max Drawdown: 0.23%
(100, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 33.65%, Max Drawdown: 0.25%
(100, 1.5, 1, -0.5, 0, 2.5, 3): Return: -0.18%, Hit Ratio: 42.22%, Max Drawdown: 0.19%
(100, 1.5, 1, -0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 38.24%, Max Drawdown: 0.18%
(100, 1.5, 1, 0, -0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 41.76%, Max Drawdown: 0.19%
(100, 1.5, 1, 0, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 38.83%, Max Drawdown: 0.19%
(100, 1.5, 1, 0.5, -0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 36.63%, Max Drawdown: 0.21%
(100, 1.5, 1, 0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 38.24%, Max Drawdown: 0.2%
(100, 1.5, 1, 0.5, 0.5, 2.5, 2.5): Return: -0.18%, Hit Ratio: 31.31%, Max Drawdown: 0.19%
(100, 1.5, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 39.06%, Max Drawdown: 0.19%
(100, 1.5, 1.5, -0.5, 0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 36.11%, Max Drawdown: 0.2%
(100, 1.5, 1.5, -0.5, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 36.99%, Max Drawdown: 0.2%
(100, 1.5, 1.5, 0, -0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 38.24%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0, 0, 2.5, 3): Return: -0.18%, Hit Ratio: 35.82%, Max Drawdown: 0.19%
(100, 1.5, 1.5, 0, 0, 3, 3.5): Return: -0.18%, Hit Ratio: 38.57%, Max Drawdown: 0.21%
(100, 1.5, 1.5, 0, 0, 3.5, 3.5): Return: -0.18%, Hit Ratio: 39.44%, Max Drawdown: 0.21%
(100, 1.5, 1.5, 0.5, 0, 3, 3): Return: -0.18%, Hit Ratio: 35.14%, Max Drawdown: 0.2%
(100, 1.5, 1.5, 0.5, 0.5, 2.5, 2.5): Return: -0.18%, Hit Ratio: 26.87%, Max Drawdown: 0.19%
(100, 1.5, 2, -0.5, -0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 39.62%, Max Drawdown: 0.21%
(100, 1.5, 2, -0.5, -0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 40.74%, Max Drawdown: 0.21%
(100, 1.5, 2, 0, 0, 2.5, 3.5): Return: -0.18%, Hit Ratio: 37.04%, Max Drawdown: 0.19%
(100, 1.5, 2, 0, 0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 33.96%, Max Drawdown: 0.19%
(100, 1.5, 2, 0.5, 0, 3, 3.5): Return: -0.18%, Hit Ratio: 35.48%, Max Drawdown: 0.22%
(100, 1.5, 2, 0.5, 0, 3.5, 3.5): Return: -0.18%, Hit Ratio: 36.51%, Max Drawdown: 0.21%
(100, 2, 1, -0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 44.74%, Max Drawdown: 0.19%
(100, 2, 1, -0.5, 0.5, 3, 3): Return: -0.18%, Hit Ratio: 39.29%, Max Drawdown: 0.18%
(100, 2, 1, -0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.18%
(100, 2, 1, 0, 0, 3, 3.5): Return: -0.18%, Hit Ratio: 46.75%, Max Drawdown: 0.19%
(100, 2, 1, 0, 0, 3.5, 3.5): Return: -0.18%, Hit Ratio: 46.75%, Max Drawdown: 0.19%
(100, 2, 1, 0.5, -0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 38.27%, Max Drawdown: 0.2%
(100, 2, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 38.27%, Max Drawdown: 0.2%
(100, 2, 1, 0.5, 0, 3, 3.5): Return: -0.18%, Hit Ratio: 40.24%, Max Drawdown: 0.19%
(100, 2, 1, 0.5, 0, 3.5, 3.5): Return: -0.18%, Hit Ratio: 40.24%, Max Drawdown: 0.2%
(100, 2, 1, 0.5, 0.5, 3.5, 3): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.18%
(100, 2, 1.5, -0.5, -0.5, 2.5, 3.5): Return: -0.18%, Hit Ratio: 41.86%, Max Drawdown: 0.18%
(100, 2, 1.5, -0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 43.75%, Max Drawdown: 0.19%
(100, 2, 1.5, 0, 0, 3, 3): Return: -0.18%, Hit Ratio: 45.65%, Max Drawdown: 0.19%
(100, 2, 1.5, 0, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 45.83%, Max Drawdown: 0.19%
(100, 2, 1.5, 0, 0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 43.14%, Max Drawdown: 0.19%
(100, 2, 1.5, 0, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 44.23%, Max Drawdown: 0.19%
(100, 2, 1.5, 0.5, -0.5, 2.5, 3): Return: -0.18%, Hit Ratio: 36.36%, Max Drawdown: 0.19%
(100, 2, 1.5, 0.5, -0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 42.0%, Max Drawdown: 0.19%
(100, 2, 1.5, 0.5, -0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 43.14%, Max Drawdown: 0.19%
(100, 2, 1.5, 0.5, 0, 3.5, 3): Return: -0.18%, Hit Ratio: 40.0%, Max Drawdown: 0.19%
(100, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: -0.18%, Hit Ratio: 39.22%, Max Drawdown: 0.2%
(100, 2, 1.5, 0.5, 0.5, 3.5, 3.5): Return: -0.18%, Hit Ratio: 40.38%, Max Drawdown: 0.2%
(100, 2, 2, -0.5, 0, 2.5, 3.5): Return: -0.18%, Hit Ratio: 40.74%, Max Drawdown: 0.19%
(100, 2, 2, 0.5, 0, 2.5, 3.5): Return: -0.18%, Hit Ratio: 35.71%, Max Drawdown: 0.19%
(30, 1, 1, -0.5, 0, 3.5, 2.5): Return: -0.19%, Hit Ratio: 40.69%, Max Drawdown: 0.24%
(30, 1, 1, -0.5, 0, 3.5, 3): Return: -0.19%, Hit Ratio: 40.82%, Max Drawdown: 0.25%
(30, 1, 1, 0, 0, 2.5, 3): Return: -0.19%, Hit Ratio: 40.52%, Max Drawdown: 0.23%
(30, 1, 1, 0, 0, 3, 3.5): Return: -0.19%, Hit Ratio: 42.31%, Max Drawdown: 0.24%
(30, 1, 1, 0, 0, 3.5, 3.5): Return: -0.19%, Hit Ratio: 42.04%, Max Drawdown: 0.24%
(30, 1, 1, 0, 0.5, 3.5, 2.5): Return: -0.19%, Hit Ratio: 39.88%, Max Drawdown: 0.23%
(30, 1, 1.5, -0.5, 0.5, 2.5, 3.5): Return: -0.19%, Hit Ratio: 34.11%, Max Drawdown: 0.23%
(30, 1, 1.5, 0, 0, 2.5, 3.5): Return: -0.19%, Hit Ratio: 36.43%, Max Drawdown: 0.23%
(30, 1, 1.5, 0, 0.5, 2.5, 3.5): Return: -0.19%, Hit Ratio: 36.3%, Max Drawdown: 0.23%
(30, 1, 1.5, 0.5, 0.5, 3, 3): Return: -0.19%, Hit Ratio: 38.24%, Max Drawdown: 0.23%
(30, 1, 2, 0.5, 0, 2.5, 3.5): Return: -0.19%, Hit Ratio: 37.3%, Max Drawdown: 0.23%
(30, 1, 2, 0.5, 0, 3, 3.5): Return: -0.19%, Hit Ratio: 38.58%, Max Drawdown: 0.23%
(30, 1, 2, 0.5, 0.5, 2.5, 3.5): Return: -0.19%, Hit Ratio: 36.43%, Max Drawdown: 0.24%
(30, 1.5, 1, -0.5, 0, 3, 2.5): Return: -0.19%, Hit Ratio: 41.67%, Max Drawdown: 0.27%
(30, 1.5, 1, -0.5, 0, 3.5, 3): Return: -0.19%, Hit Ratio: 42.34%, Max Drawdown: 0.27%
(30, 1.5, 1, -0.5, 0.5, 2.5, 3): Return: -0.19%, Hit Ratio: 37.39%, Max Drawdown: 0.26%
(30, 1.5, 1, -0.5, 0.5, 3.5, 3.5): Return: -0.19%, Hit Ratio: 38.66%, Max Drawdown: 0.26%
(30, 1.5, 1, 0.5, 0, 2.5, 3): Return: -0.19%, Hit Ratio: 43.86%, Max Drawdown: 0.26%
(30, 2, 1.5, -0.5, 0, 2.5, 2.5): Return: -0.19%, Hit Ratio: 39.53%, Max Drawdown: 0.21%
(30, 2, 1.5, -0.5, 0, 3, 2.5): Return: -0.19%, Hit Ratio: 44.44%, Max Drawdown: 0.21%
(30, 2, 1.5, -0.5, 0, 3, 3): Return: -0.19%, Hit Ratio: 42.55%, Max Drawdown: 0.21%
(30, 2, 1.5, -0.5, 0.5, 2.5, 3): Return: -0.19%, Hit Ratio: 33.33%, Max Drawdown: 0.2%
(30, 2, 1.5, 0, 0, 2.5, 2.5): Return: -0.19%, Hit Ratio: 38.64%, Max Drawdown: 0.2%
(30, 2, 1.5, 0, 0, 3, 3): Return: -0.19%, Hit Ratio: 43.75%, Max Drawdown: 0.21%
(30, 2, 1.5, 0, 0.5, 3, 3.5): Return: -0.19%, Hit Ratio: 43.4%, Max Drawdown: 0.2%
(30, 2, 1.5, 0.5, 0.5, 2.5, 3): Return: -0.19%, Hit Ratio: 35.42%, Max Drawdown: 0.2%
(30, 2, 1.5, 0.5, 0.5, 3, 3.5): Return: -0.19%, Hit Ratio: 41.51%, Max Drawdown: 0.2%
(30, 2, 1.5, 0.5, 0.5, 3.5, 3.5): Return: -0.19%, Hit Ratio: 41.82%, Max Drawdown: 0.2%
(60, 1, 1, 0.5, 0, 3, 3.5): Return: -0.19%, Hit Ratio: 41.26%, Max Drawdown: 0.24%
(60, 1, 1, 0.5, 0, 3.5, 2.5): Return: -0.19%, Hit Ratio: 40.85%, Max Drawdown: 0.23%
(60, 1, 1, 0.5, 0, 3.5, 3): Return: -0.19%, Hit Ratio: 40.85%, Max Drawdown: 0.23%
(60, 1.5, 1, 0.5, -0.5, 3.5, 3.5): Return: -0.19%, Hit Ratio: 39.25%, Max Drawdown: 0.28%
(60, 2, 1, -0.5, 0, 2.5, 3.5): Return: -0.19%, Hit Ratio: 40.0%, Max Drawdown: 0.24%
(60, 2, 1, -0.5, 0.5, 2.5, 2.5): Return: -0.19%, Hit Ratio: 37.93%, Max Drawdown: 0.23%
(60, 2, 1, -0.5, 0.5, 2.5, 3.5): Return: -0.19%, Hit Ratio: 38.04%, Max Drawdown: 0.23%
(100, 1, 1.5, 0.5, 0.5, 2.5, 3.5): Return: -0.19%, Hit Ratio: 34.86%, Max Drawdown: 0.25%
(100, 1.5, 1, -0.5, 0, 3, 3.5): Return: -0.19%, Hit Ratio: 42.39%, Max Drawdown: 0.21%
(100, 1.5, 1, -0.5, 0, 3.5, 3.5): Return: -0.19%, Hit Ratio: 42.39%, Max Drawdown: 0.21%
