(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 1, 1.5, 0.5, 0.5, 3, 3.5): Return: 0.15%, Hit Ratio: 74.63%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, 0.5, 3.5, 2.5): Return: 0.07%, Hit Ratio: 70.15%, Max Drawdown: 0.2%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3): Return: 0.14%, Hit Ratio: 70.15%, Max Drawdown: 0.08%
(30, 1, 1.5, 0.5, 0.5, 3.5, 3.5): Return: 0.15%, Hit Ratio: 74.63%, Max Drawdown: 0.08%
(30, 1, 2, -0.5, -0.5, 2.5, 2.5): Return: 0.29%, Hit Ratio: 74.47%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 2.5, 3): Return: 0.24%, Hit Ratio: 73.91%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 2.5, 3.5): Return: 0.24%, Hit Ratio: 77.78%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3, 2.5): Return: 0.29%, Hit Ratio: 76.09%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3, 3): Return: 0.24%, Hit Ratio: 75.56%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3, 3.5): Return: 0.24%, Hit Ratio: 81.82%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3.5, 2.5): Return: 0.29%, Hit Ratio: 74.47%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3.5, 3): Return: 0.24%, Hit Ratio: 73.91%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, -0.5, 3.5, 3.5): Return: 0.24%, Hit Ratio: 80.0%, Max Drawdown: 0.04%
(30, 1, 2, -0.5, 0, 2.5, 2.5): Return: 0.23%, Hit Ratio: 70.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 2.5, 3): Return: 0.18%, Hit Ratio: 70.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 2.5, 3.5): Return: 0.18%, Hit Ratio: 74.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3, 2.5): Return: 0.23%, Hit Ratio: 71.43%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3, 3): Return: 0.18%, Hit Ratio: 71.43%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3, 3.5): Return: 0.18%, Hit Ratio: 77.55%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3.5, 2.5): Return: 0.23%, Hit Ratio: 70.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3.5, 3): Return: 0.18%, Hit Ratio: 70.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0, 3.5, 3.5): Return: 0.18%, Hit Ratio: 76.0%, Max Drawdown: 0.06%
(30, 1, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.04%, Hit Ratio: 60.71%, Max Drawdown: 0.2%
(30, 1, 2, -0.5, 0.5, 2.5, 3): Return: 0.03%, Hit Ratio: 60.71%, Max Drawdown: 0.12%
