(Lookback, Entry1, Entry2, Exit1, Exit2, Stop-loss1, Stop-loss2)
(30, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.58%, Hit Ratio: 35.0%, Max Drawdown: 0.61%
(30, 2, 2, 0, -0.5, 2.5, 3): Return: -0.58%, Hit Ratio: 36.36%, Max Drawdown: 0.61%
(30, 2, 2, 0, 0, 3.5, 2.5): Return: -0.58%, Hit Ratio: 44.12%, Max Drawdown: 0.62%
(100, 1.5, 2, 0.5, 0, 3, 3): Return: -0.58%, Hit Ratio: 41.38%, Max Drawdown: 0.72%
(100, 2, 2, -0.5, -0.5, 3.5, 3): Return: -0.58%, Hit Ratio: 43.75%, Max Drawdown: 0.67%
(100, 2, 2, -0.5, 0.5, 2.5, 2.5): Return: -0.58%, Hit Ratio: 22.22%, Max Drawdown: 0.58%
(100, 2, 2, 0, -0.5, 3.5, 2.5): Return: -0.58%, Hit Ratio: 45.16%, Max Drawdown: 0.77%
(30, 2, 2, 0, -0.5, 2.5, 2.5): Return: -0.59%, Hit Ratio: 35.0%, Max Drawdown: 0.61%
(60, 1.5, 2, 0, -0.5, 3, 3): Return: -0.59%, Hit Ratio: 47.62%, Max Drawdown: 0.87%
(60, 1.5, 2, 0, -0.5, 3, 3.5): Return: -0.59%, Hit Ratio: 47.62%, Max Drawdown: 0.87%
(60, 1.5, 2, 0.5, 0, 2.5, 3): Return: -0.59%, Hit Ratio: 34.55%, Max Drawdown: 0.79%
(60, 1.5, 2, 0.5, 0, 2.5, 3.5): Return: -0.59%, Hit Ratio: 34.55%, Max Drawdown: 0.79%
(60, 2, 2, 0.5, 0, 3.5, 3): Return: -0.59%, Hit Ratio: 44.44%, Max Drawdown: 0.72%
(60, 2, 2, 0.5, 0, 3.5, 3.5): Return: -0.59%, Hit Ratio: 44.44%, Max Drawdown: 0.72%
(30, 2, 2, 0, -0.5, 3.5, 3): Return: -0.6%, Hit Ratio: 42.86%, Max Drawdown: 0.64%
(30, 2, 2, 0, -0.5, 3, 3.5): Return: -0.61%, Hit Ratio: 44.12%, Max Drawdown: 0.65%
(30, 2, 2, 0, -0.5, 3.5, 2.5): Return: -0.61%, Hit Ratio: 42.42%, Max Drawdown: 0.65%
(30, 2, 2, 0.5, 0.5, 2.5, 2.5): Return: -0.61%, Hit Ratio: 33.33%, Max Drawdown: 0.63%
(60, 1.5, 2, 0.5, -0.5, 2.5, 2.5): Return: -0.61%, Hit Ratio: 35.42%, Max Drawdown: 0.71%
(60, 2, 1.5, -0.5, 0, 2.5, 3): Return: -0.61%, Hit Ratio: 41.18%, Max Drawdown: 0.9%
(60, 2, 1.5, -0.5, 0, 2.5, 3.5): Return: -0.61%, Hit Ratio: 41.18%, Max Drawdown: 0.9%
(60, 2, 1.5, -0.5, 0.5, 2.5, 2.5): Return: -0.61%, Hit Ratio: 41.38%, Max Drawdown: 0.85%
(60, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.61%, Hit Ratio: 50.0%, Max Drawdown: 0.68%
(60, 2, 2, 0.5, 0, 3, 2.5): Return: -0.61%, Hit Ratio: 50.0%, Max Drawdown: 0.68%
(100, 2, 2, -0.5, 0, 2.5, 2.5): Return: -0.61%, Hit Ratio: 33.33%, Max Drawdown: 0.61%
(100, 2, 2, 0.5, 0, 3.5, 2.5): Return: -0.61%, Hit Ratio: 45.16%, Max Drawdown: 0.78%
(30, 2, 2, 0, 0, 3, 3): Return: -0.62%, Hit Ratio: 42.86%, Max Drawdown: 0.66%
(60, 2, 1.5, -0.5, 0.5, 2.5, 3): Return: -0.62%, Hit Ratio: 40.0%, Max Drawdown: 0.85%
(60, 2, 1.5, -0.5, 0.5, 2.5, 3.5): Return: -0.62%, Hit Ratio: 40.0%, Max Drawdown: 0.85%
(30, 2, 2, 0.5, -0.5, 3, 3): Return: -0.63%, Hit Ratio: 40.0%, Max Drawdown: 0.73%
(60, 2, 2, 0, 0, 3.5, 2.5): Return: -0.63%, Hit Ratio: 51.61%, Max Drawdown: 0.75%
(100, 1.5, 2, -0.5, -0.5, 2.5, 3.5): Return: -0.63%, Hit Ratio: 42.31%, Max Drawdown: 0.98%
(100, 1.5, 2, 0, 0, 3, 3.5): Return: -0.63%, Hit Ratio: 45.9%, Max Drawdown: 0.91%
(100, 1.5, 2, 0.5, 0.5, 3, 3.5): Return: -0.63%, Hit Ratio: 40.98%, Max Drawdown: 0.91%
(100, 2, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.63%, Hit Ratio: 27.78%, Max Drawdown: 0.64%
(100, 2, 2, 0, 0, 3.5, 2.5): Return: -0.63%, Hit Ratio: 48.39%, Max Drawdown: 0.78%
(30, 2, 2, 0, 0, 2.5, 3): Return: -0.64%, Hit Ratio: 31.82%, Max Drawdown: 0.66%
(30, 2, 2, 0.5, -0.5, 3, 2.5): Return: -0.64%, Hit Ratio: 39.39%, Max Drawdown: 0.74%
(60, 1.5, 2, -0.5, -0.5, 2.5, 2.5): Return: -0.64%, Hit Ratio: 40.43%, Max Drawdown: 0.97%
